"Age","DistanceFromHome","DepartmentType","JobRole","JobLevel","JobInvolvement","JobSatisfaction","BusinessTravel","JobStockOptionLevel","WorkEnvironmentSatisfaction","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"27","8","Sales","Sales Executive","2","3","4","Travel_Frequently","1","3","3","4","2","1","No"
"37","10","Research & Development","Research Scientist","1","3","1","Travel_Rarely","2","4","2","5","3","3","No"
"38","2","Research & Development","Manufacturing Director","2","4","1","Travel_Frequently","0","1","3","15","7","12","No"
"34","2","Research & Development","Research Scientist","1","2","1","Travel_Rarely","0","3","3","6","5","3","No"
"35","8","Sales","Sales Representative","1","3","4","Travel_Rarely","1","1","2","3","2","2","No"
"30","1","Research & Development","Laboratory Technician","1","1","3","Travel_Rarely","2","4","3","2","2","2","No"
"40","2","Research & Development","Healthcare Representative","2","4","2","Travel_Frequently","1","3","3","8","7","7","No"
"34","8","Sales","Sales Executive","2","3","3","Travel_Rarely","1","3","3","3","2","2","No"
"42","8","Research & Development","Manager","5","3","4","Travel_Frequently","1","2","2","24","7","9","No"
"23","6","Research & Development","Laboratory Technician","1","4","1","Travel_Rarely","2","3","3","0","0","0","Yes"
"24","9","Research & Development","Laboratory Technician","1","2","2","Non-Travel","3","3","3","1","0","0","No"
"52","11","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","1","4","3","5","2","4","No"
"50","2","Research & Development","Research Director","4","3","3","Travel_Rarely","0","3","3","4","3","3","No"
"29","1","Research & Development","Laboratory Technician","1","2","1","Travel_Rarely","1","2","3","1","0","0","Yes"
"33","7","Research & Development","Research Director","3","3","3","Travel_Rarely","0","3","4","13","9","7","No"
"33","16","Sales","Sales Executive","2","3","1","Travel_Rarely","0","1","3","3","2","2","Yes"
"47","2","Research & Development","Manager","4","3","4","Travel_Rarely","1","3","2","26","14","0","No"
"36","1","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","1","3","3","9","7","5","No"
"29","23","Research & Development","Research Scientist","1","4","3","Travel_Rarely","1","3","3","10","7","7","No"
"58","2","Research & Development","Research Director","5","3","2","Travel_Rarely","0","4","3","31","15","8","Yes"
"35","1","Research & Development","Research Scientist","1","4","3","Travel_Rarely","0","4","3","2","2","2","No"
"42","1","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","1","4","3","4","3","2","No"
"28","2","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","3","2","2","2","1","Yes"
"36","13","Human Resources","Human Resources","1","3","2","Travel_Rarely","1","3","3","5","2","4","No"
"32","4","Research & Development","Manufacturing Director","2","2","3","Travel_Rarely","1","3","3","14","13","8","No"
"40","16","Research & Development","Laboratory Technician","2","2","3","Travel_Frequently","0","1","3","1","0","0","No"
"30","2","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","0","3","2","0","0","0","No"
"45","2","Research & Development","Research Scientist","1","2","3","Travel_Rarely","0","2","3","1","0","0","No"
"42","29","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","1","2","2","9","8","8","No"
"38","12","Research & Development","Healthcare Representative","2","2","1","Travel_Frequently","1","1","2","4","3","2","No"
"34","16","Research & Development","Research Scientist","1","2","4","Travel_Frequently","0","3","3","5","2","3","No"
"49","11","Sales","Sales Executive","3","3","4","Travel_Rarely","2","3","4","9","8","7","Yes"
"55","2","Sales","Sales Executive","2","3","4","Travel_Rarely","0","3","2","9","7","3","Yes"
"43","14","Research & Development","Research Director","4","3","1","Travel_Rarely","1","2","3","4","1","0","No"
"27","5","Research & Development","Research Director","3","2","4","Travel_Rarely","1","3","3","9","8","8","No"
"35","7","Research & Development","Manufacturing Director","3","3","3","Travel_Rarely","0","3","4","8","5","6","No"
"28","2","Sales","Sales Executive","2","3","2","Travel_Rarely","0","2","3","8","7","5","No"
"34","3","Human Resources","Human Resources","1","3","3","Travel_Rarely","1","3","1","3","2","2","No"
"26","5","Research & Development","Research Scientist","1","2","3","Travel_Frequently","1","3","3","8","7","7","Yes"
"27","3","Research & Development","Research Scientist","1","3","4","Non-Travel","3","4","2","0","0","0","No"
"51","26","Sales","Manager","4","3","3","Travel_Rarely","1","1","2","20","6","17","No"
"44","4","Research & Development","Healthcare Representative","2","3","2","Travel_Rarely","0","4","2","5","2","3","No"
"25","2","Research & Development","Research Scientist","1","4","1","Travel_Rarely","0","1","2","4","3","1","No"
"33","1","Sales","Sales Executive","2","4","1","Travel_Rarely","1","1","3","9","8","8","No"
"35","27","Research & Development","Research Scientist","1","2","1","Travel_Rarely","0","3","2","6","5","1","No"
"36","1","Sales","Sales Executive","2","3","4","Travel_Rarely","1","2","2","18","14","11","No"
"32","13","Sales","Sales Executive","2","3","4","Travel_Rarely","1","2","2","5","2","3","No"
"30","5","Research & Development","Research Scientist","1","2","4","Travel_Frequently","1","2","2","5","4","3","No"
"53","7","Sales","Sales Executive","3","2","3","Travel_Rarely","1","1","3","5","2","4","No"
"45","9","Sales","Sales Executive","3","3","1","Travel_Rarely","1","4","3","5","4","2","No"
"32","8","Research & Development","Research Scientist","2","4","3","Travel_Rarely","1","3","2","5","3","3","No"
"52","25","Research & Development","Manufacturing Director","4","2","4","Travel_Frequently","0","3","3","9","8","0","No"
"37","16","Sales","Sales Executive","2","2","3","Travel_Rarely","2","4","3","1","0","0","No"
"28","8","Human Resources","Human Resources","1","2","4","Travel_Rarely","1","2","3","5","1","4","No"
"22","1","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","2","4","1","2","2","2","No"
"44","8","Research & Development","Laboratory Technician","1","4","4","Travel_Rarely","1","1","2","3","2","2","No"
"42","2","Research & Development","Research Scientist","1","3","4","Travel_Frequently","0","2","3","2","1","2","No"
"36","8","Human Resources","Human Resources","1","2","1","Travel_Rarely","0","1","3","5","4","3","No"
"25","3","Sales","Sales Executive","2","3","1","Travel_Rarely","0","3","3","5","3","3","No"
"35","9","Research & Development","Manufacturing Director","3","2","3","Travel_Rarely","1","4","3","17","14","15","No"
"35","25","Research & Development","Research Scientist","1","3","2","Travel_Frequently","1","4","2","10","2","8","Yes"
"32","7","Research & Development","Laboratory Technician","1","3","4","Non-Travel","1","4","3","3","0","2","No"
"25","4","Sales","Sales Executive","2","2","3","Travel_Rarely","0","3","4","5","2","3","No"
"49","1","Research & Development","Research Scientist","1","3","1","Travel_Rarely","1","3","3","4","2","2","No"
"24","4","Research & Development","Laboratory Technician","1","2","4","Non-Travel","0","1","2","5","2","4","No"
"32","5","Sales","Sales Executive","2","3","2","Travel_Frequently","1","2","3","10","8","3","No"
"38","9","Sales","Sales Representative","1","2","2","Travel_Rarely","1","2","3","2","2","2","No"
"42","3","Research & Development","Laboratory Technician","2","4","4","Travel_Rarely","1","3","2","5","3","3","No"
"31","11","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","4","3","6","4","2","No"
"29","1","Sales","Sales Representative","1","2","3","Travel_Rarely","3","2","3","3","2","2","Yes"
"53","8","Sales","Sales Executive","4","3","4","Travel_Rarely","1","1","3","2","0","2","No"
"35","25","Research & Development","Manufacturing Director","3","2","2","Travel_Rarely","0","4","3","13","10","8","No"
"37","21","Sales","Sales Representative","1","3","4","Travel_Frequently","1","3","3","5","4","0","No"
"53","23","Research & Development","Research Director","4","3","4","Travel_Rarely","0","4","3","12","9","8","No"
"43","1","Research & Development","Healthcare Representative","2","3","4","Travel_Frequently","1","4","2","5","2","2","No"
"47","2","Sales","Sales Executive","2","3","4","Travel_Rarely","1","3","3","7","6","7","No"
"37","19","Sales","Sales Executive","3","3","2","Non-Travel","0","1","3","10","0","9","No"
"50","2","Research & Development","Manager","4","3","1","Non-Travel","1","1","3","31","6","7","No"
"39","2","Human Resources","Human Resources","2","2","4","Travel_Rarely","2","4","3","5","4","4","No"
"33","3","Human Resources","Human Resources","1","3","2","Travel_Rarely","1","4","4","4","3","3","No"
"32","25","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","0","1","1","1","0","1","Yes"
"29","7","Research & Development","Laboratory Technician","1","2","4","Travel_Rarely","3","1","3","4","3","3","No"
"44","9","Research & Development","Research Scientist","1","3","1","Travel_Rarely","0","2","3","8","7","1","No"
"28","5","Sales","Sales Executive","2","3","4","Travel_Rarely","0","1","3","4","2","2","No"
"58","2","Research & Development","Laboratory Technician","1","2","4","Travel_Frequently","1","4","2","1","0","0","Yes"
"43","8","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","1","1","4","1","0","0","No"
"20","2","Sales","Sales Representative","1","2","3","Travel_Rarely","0","3","2","2","2","2","Yes"
"21","18","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","4","2","1","0","0","Yes"
"36","7","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","1","3","2","16","8","11","No"
"47","2","Sales","Sales Representative","1","2","4","Travel_Rarely","0","4","2","3","2","2","No"
"22","3","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","1","2","4","3","2","2","Yes"
"41","2","Research & Development","Laboratory Technician","1","1","4","Travel_Rarely","1","2","2","7","7","0","Yes"
"28","9","Research & Development","Research Scientist","1","3","3","Travel_Rarely","1","3","3","2","2","2","No"
"39","6","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","4","1","2","2","2","Yes"
"27","4","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","2","3","1","1","0","No"
"34","10","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","2","2","3","1","0","0","No"
"42","14","Sales","Sales Executive","2","2","3","Travel_Rarely","0","3","3","5","4","3","No"
"33","1","Research & Development","Research Scientist","1","2","1","Travel_Rarely","0","3","3","3","2","2","No"
"58","5","Research & Development","Healthcare Representative","3","2","2","Travel_Rarely","1","3","3","6","0","4","No"
"31","7","Sales","Sales Representative","1","2","3","Travel_Rarely","0","2","4","7","7","2","No"
"35","21","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","1","4","1","10","6","7","No"
"49","7","Research & Development","Laboratory Technician","3","3","2","Travel_Rarely","1","1","2","26","9","7","No"
"48","20","Research & Development","Research Scientist","1","3","3","Travel_Rarely","2","4","2","0","0","0","No"
"31","20","Sales","Sales Executive","2","3","3","Non-Travel","1","4","2","9","8","0","No"
"36","7","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","2","3","6","2","1","No"
"38","1","Research & Development","Research Director","3","3","1","Travel_Rarely","1","4","3","15","12","11","No"
"32","1","Research & Development","Laboratory Technician","1","2","2","Non-Travel","0","3","3","3","0","2","No"
"25","19","Sales","Sales Representative","1","2","2","Travel_Rarely","3","3","3","1","0","0","Yes"
"40","10","Sales","Sales Executive","3","2","2","Travel_Rarely","1","1","2","1","0","0","No"
"26","1","Sales","Sales Executive","2","2","1","Travel_Frequently","0","3","3","7","7","7","No"
"41","6","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","4","3","18","13","17","No"
"36","2","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","0","3","3","11","8","9","No"
"19","21","Sales","Sales Representative","1","2","2","Travel_Rarely","0","4","4","1","0","0","Yes"
"20","4","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","1","3","1","0","0","Yes"
"31","12","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","2","4","1","9","7","5","No"
"40","9","Research & Development","Research Scientist","1","3","2","Travel_Frequently","1","4","3","1","1","0","No"
"32","3","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","1","3","4","8","7","3","No"
"36","3","Sales","Sales Executive","3","2","4","Travel_Rarely","1","3","3","16","7","7","Yes"
"33","1","Research & Development","Healthcare Representative","2","2","4","Travel_Rarely","0","2","3","5","0","4","No"
"37","1","Sales","Sales Executive","3","2","3","Travel_Rarely","0","1","1","14","1","7","Yes"
"45","4","Research & Development","Laboratory Technician","2","3","2","Non-Travel","0","3","2","9","7","8","No"
"29","20","Sales","Sales Representative","1","3","4","Travel_Frequently","1","3","3","3","1","2","No"
"35","18","Sales","Sales Executive","2","3","3","Travel_Rarely","0","3","3","5","2","0","No"
"52","1","Research & Development","Manager","4","3","4","Travel_Rarely","1","4","2","9","8","8","No"
"58","2","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","4","3","1","0","0","Yes"
"53","2","Sales","Manager","4","3","3","Travel_Rarely","1","3","4","17","13","2","No"
"30","8","Sales","Sales Executive","3","3","3","Travel_Rarely","1","3","4","8","4","7","No"
"38","10","Sales","Sales Executive","2","3","4","Non-Travel","0","3","3","5","3","3","No"
"35","3","Sales","Sales Executive","3","3","4","Travel_Rarely","1","4","3","10","9","8","No"
"39","2","Sales","Sales Executive","3","4","3","Travel_Rarely","0","1","3","8","7","7","No"
"40","24","Sales","Sales Executive","4","4","2","Non-Travel","0","2","2","1","0","0","Yes"
"47","16","Research & Development","Manufacturing Director","2","4","3","Travel_Frequently","0","3","4","19","10","7","No"
"36","8","Sales","Sales Executive","2","3","4","Non-Travel","2","1","3","7","7","7","No"
"31","9","Research & Development","Research Scientist","1","2","1","Non-Travel","0","3","3","3","2","2","Yes"
"33","17","Sales","Manager","4","3","3","Non-Travel","0","4","3","10","8","0","No"
"29","10","Research & Development","Research Scientist","1","2","1","Travel_Rarely","0","4","3","0","0","0","Yes"
"33","13","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","2","3","3","2","2","No"
"45","1","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","2","4","3","5","3","2","No"
"50","1","Research & Development","Research Director","4","3","4","Travel_Rarely","1","4","2","5","4","3","No"
"33","1","Research & Development","Healthcare Representative","2","4","2","Travel_Frequently","1","3","3","6","5","2","No"
"41","9","Research & Development","Research Director","5","3","3","Travel_Frequently","1","1","4","18","16","11","No"
"27","16","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","1","3","3","2","2","2","No"
"45","23","Research & Development","Laboratory Technician","2","3","1","Non-Travel","1","4","3","9","8","8","No"
"47","4","Sales","Sales Executive","2","3","4","Travel_Rarely","0","4","3","9","0","7","No"
"30","22","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","1","3","5","2","1","Yes"
"50","24","Research & Development","Manufacturing Director","4","3","3","Travel_Rarely","1","4","3","12","11","5","No"
"38","10","Research & Development","Research Scientist","1","3","3","Travel_Frequently","1","3","2","2","1","2","No"
"46","7","Research & Development","Manufacturing Director","3","3","3","Travel_Rarely","1","4","3","8","7","7","No"
"24","17","Research & Development","Manufacturing Director","2","2","3","Travel_Rarely","2","4","3","4","2","2","No"
"35","14","Research & Development","Laboratory Technician","1","2","2","Travel_Rarely","1","3","1","4","2","2","Yes"
"31","1","Research & Development","Manufacturing Director","2","3","1","Travel_Frequently","1","3","3","4","3","3","No"
"18","5","Research & Development","Research Scientist","1","3","4","Non-Travel","0","2","3","0","0","0","No"
"54","17","Research & Development","Manufacturing Director","3","3","3","Travel_Rarely","1","3","3","10","7","8","No"
"35","25","Research & Development","Healthcare Representative","3","3","3","Travel_Rarely","1","3","2","16","10","1","No"
"30","8","Research & Development","Research Director","3","4","1","Travel_Rarely","3","2","2","8","7","7","No"
"20","11","Research & Development","Research Scientist","1","2","1","Travel_Rarely","0","4","3","1","0","0","Yes"
"30","5","Research & Development","Laboratory Technician","1","3","2","Travel_Frequently","0","2","3","3","2","2","Yes"
"26","2","Research & Development","Manufacturing Director","2","4","4","Travel_Rarely","0","4","3","8","7","3","No"
"22","8","Research & Development","Laboratory Technician","1","1","1","Travel_Rarely","1","2","2","4","3","1","No"
"48","6","Research & Development","Healthcare Representative","2","2","3","Travel_Rarely","0","1","3","2","2","2","No"
"48","4","Research & Development","Healthcare Representative","3","2","3","Travel_Rarely","0","3","3","15","11","8","No"
"41","7","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","0","4","3","2","2","1","No"
"39","1","Research & Development","Manufacturing Director","4","2","4","Travel_Rarely","1","4","3","21","6","8","No"
"27","2","Research & Development","Manufacturing Director","2","3","4","Travel_Rarely","1","1","3","3","2","2","No"
"35","10","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","1","2","2","3","2","2","No"
"42","5","Sales","Manager","5","3","3","Travel_Rarely","0","4","4","1","0","0","No"
"50","9","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","0","1","3","1","0","0","No"
"59","2","Research & Development","Manufacturing Director","4","2","4","Travel_Rarely","0","3","3","5","3","3","No"
"37","11","Research & Development","Healthcare Representative","2","1","2","Travel_Rarely","0","1","1","1","0","0","Yes"
"55","18","Research & Development","Healthcare Representative","2","3","2","Travel_Frequently","2","3","3","8","7","7","No"
"41","7","Research & Development","Research Director","5","1","3","Non-Travel","2","2","3","21","16","10","No"
"38","3","Sales","Sales Executive","2","3","4","Travel_Rarely","0","2","3","1","0","0","No"
"26","29","Sales","Sales Executive","2","1","1","Non-Travel","0","2","3","2","2","2","Yes"
"52","7","Sales","Manager","5","1","4","Travel_Rarely","1","1","3","32","14","9","Yes"
"44","28","Sales","Sales Executive","4","4","4","Travel_Rarely","1","4","3","12","11","11","No"
"50","1","Sales","Sales Executive","2","3","3","Non-Travel","1","4","3","18","7","13","No"
"36","16","Research & Development","Laboratory Technician","1","4","1","Travel_Rarely","0","3","3","17","13","14","Yes"
"39","22","Research & Development","Manufacturing Director","3","3","1","Travel_Frequently","0","4","3","21","6","8","No"
"33","8","Sales","Sales Representative","1","2","4","Non-Travel","0","2","2","2","2","2","No"
"45","11","Sales","Manager","4","3","3","Travel_Rarely","1","4","4","9","3","1","No"
"32","29","Research & Development","Laboratory Technician","1","3","3","Non-Travel","0","4","3","8","7","7","No"
"34","1","Sales","Sales Executive","2","4","4","Travel_Rarely","1","2","2","15","1","9","No"
"59","1","Sales","Manager","3","3","4","Travel_Rarely","1","2","1","6","4","4","No"
"45","24","Human Resources","Human Resources","1","3","2","Travel_Rarely","0","2","3","6","3","4","No"
"53","2","Sales","Sales Executive","3","2","2","Travel_Frequently","1","3","3","15","7","12","No"
"36","15","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","1","1","2","1","0","0","Yes"
"26","2","Research & Development","Research Scientist","1","3","1","Travel_Frequently","1","1","3","3","2","2","Yes"
"34","10","Sales","Sales Representative","1","3","3","Travel_Rarely","1","3","3","1","1","0","No"
"28","10","Sales","Sales Representative","1","3","2","Travel_Rarely","0","4","3","1","0","0","No"
"38","3","Research & Development","Research Scientist","1","3","3","Travel_Frequently","1","3","3","2","2","2","No"
"50","2","Research & Development","Research Director","5","3","3","Travel_Rarely","1","2","2","8","1","7","No"
"37","3","Research & Development","Healthcare Representative","2","3","2","Travel_Rarely","0","4","2","4","3","1","No"
"40","26","Sales","Sales Executive","2","3","1","Travel_Rarely","1","3","2","7","7","5","No"
"26","1","Research & Development","Research Scientist","1","2","3","Travel_Frequently","2","1","3","5","3","3","No"
"46","1","Research & Development","Research Director","5","3","4","Travel_Rarely","2","4","3","2","2","2","No"
"54","2","Sales","Sales Executive","3","2","3","Travel_Rarely","1","3","3","9","4","0","No"
"56","9","Research & Development","Research Scientist","1","3","3","Travel_Frequently","1","1","3","5","4","3","No"
"36","12","Research & Development","Manufacturing Director","3","2","4","Travel_Rarely","0","4","2","14","8","8","No"
"55","2","Research & Development","Manager","4","2","1","Non-Travel","0","3","4","9","7","2","No"
"43","25","Sales","Sales Executive","3","2","4","Travel_Rarely","1","3","3","1","0","0","No"
"20","9","Sales","Sales Representative","1","3","4","Travel_Frequently","0","4","3","2","2","2","Yes"
"21","7","Research & Development","Laboratory Technician","1","2","1","Travel_Rarely","0","3","2","1","0","0","Yes"
"46","8","Research & Development","Research Scientist","2","2","1","Travel_Rarely","3","4","3","16","13","7","No"
"51","4","Research & Development","Research Scientist","1","3","3","Travel_Rarely","3","1","4","10","0","7","Yes"
"28","24","Research & Development","Healthcare Representative","3","2","1","Non-Travel","0","2","2","10","7","9","Yes"
"26","1","Research & Development","Laboratory Technician","1","2","1","Travel_Rarely","2","1","3","5","3","3","No"
"30","20","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","1","3","2","6","2","2","No"
"41","7","Research & Development","Research Scientist","1","4","3","Travel_Rarely","0","2","3","10","6","8","No"
"38","17","Research & Development","Healthcare Representative","3","2","3","Travel_Rarely","1","3","2","19","9","9","No"
"40","20","Research & Development","Healthcare Representative","3","3","4","Travel_Rarely","1","1","3","11","10","1","No"
"27","8","Research & Development","Laboratory Technician","1","1","3","Non-Travel","3","1","3","3","2","2","No"
"55","2","Research & Development","Manufacturing Director","3","3","2","Travel_Frequently","1","4","3","3","2","2","No"
"28","10","Research & Development","Research Scientist","2","3","3","Travel_Rarely","0","3","4","8","7","7","No"
"44","1","Human Resources","Human Resources","3","2","3","Travel_Rarely","1","2","3","20","6","6","Yes"
"33","5","Research & Development","Healthcare Representative","3","2","4","Travel_Rarely","1","4","3","3","2","2","No"
"35","4","Sales","Sales Executive","3","3","1","Travel_Rarely","0","4","3","8","7","7","Yes"
"33","29","Research & Development","Research Scientist","2","2","3","Travel_Frequently","0","1","3","13","7","8","Yes"
"28","15","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","1","2","4","2","2","No"
"34","3","Research & Development","Healthcare Representative","2","3","4","Travel_Frequently","0","1","2","6","2","4","No"
"37","10","Sales","Sales Executive","2","2","4","Travel_Rarely","3","4","3","1","0","0","No"
"25","4","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","1","4","4","7","7","6","Yes"
"26","21","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","1","2","1","1","0","Yes"
"33","25","Research & Development","Research Scientist","1","2","2","Travel_Rarely","0","1","3","2","2","2","Yes"
"42","2","Research & Development","Manager","4","3","1","Travel_Rarely","1","4","3","22","6","7","No"
"28","1","Research & Development","Laboratory Technician","1","2","2","Travel_Frequently","2","1","3","1","0","0","Yes"
"50","1","Sales","Sales Executive","2","3","3","Travel_Frequently","0","4","3","0","0","0","Yes"
"33","7","Sales","Sales Executive","2","3","2","Travel_Frequently","1","4","3","3","2","2","No"
"34","3","Research & Development","Research Scientist","1","2","4","Non-Travel","3","3","3","0","0","0","No"
"48","1","Research & Development","Manager","4","4","4","Non-Travel","0","1","2","5","4","1","No"
"45","9","Sales","Sales Executive","2","2","3","Non-Travel","1","2","3","15","10","12","No"
"52","7","Research & Development","Healthcare Representative","3","3","3","Travel_Rarely","0","2","3","8","6","0","No"
"38","10","Sales","Sales Executive","3","2","3","Travel_Rarely","2","3","3","8","7","7","No"
"29","28","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","3","3","7","5","7","No"
"28","3","Research & Development","Manufacturing Director","3","3","2","Travel_Rarely","3","4","2","9","7","7","No"
"46","3","Sales","Manager","4","3","3","Travel_Rarely","1","1","3","12","9","9","No"
"38","2","Sales","Sales Executive","3","3","2","Travel_Rarely","0","4","3","1","0","0","No"
"43","27","Research & Development","Manufacturing Director","3","3","1","Travel_Frequently","1","3","3","8","7","1","No"
"39","2","Research & Development","Healthcare Representative","4","3","4","Travel_Frequently","3","1","3","18","7","5","Yes"
"40","14","Research & Development","Research Director","5","2","3","Travel_Rarely","0","3","4","20","7","9","No"
"21","1","Research & Development","Research Scientist","1","2","2","Travel_Rarely","0","4","4","2","2","2","No"
"39","9","Research & Development","Laboratory Technician","2","3","2","Non-Travel","0","3","2","5","4","3","No"
"36","18","Research & Development","Manufacturing Director","2","3","4","Non-Travel","0","1","3","11","9","9","No"
"31","20","Sales","Sales Representative","1","4","4","Travel_Frequently","1","3","3","2","2","2","No"
"28","2","Research & Development","Research Scientist","1","2","2","Travel_Rarely","0","1","1","5","3","4","No"
"35","11","Sales","Sales Executive","2","3","4","Travel_Frequently","1","4","3","5","2","2","No"
"49","8","Sales","Sales Executive","4","2","2","Travel_Rarely","1","4","3","9","8","3","No"
"34","2","Research & Development","Manufacturing Director","2","3","3","Travel_Frequently","0","4","2","3","2","2","No"
"29","10","Research & Development","Research Scientist","1","3","2","Travel_Frequently","2","4","2","7","5","1","No"
"42","7","Research & Development","Laboratory Technician","2","1","4","Travel_Rarely","0","2","3","1","0","0","No"
"29","8","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","1","2","3","10","7","2","No"
"38","1","Human Resources","Human Resources","1","4","3","Travel_Rarely","1","3","4","7","6","0","No"
"28","6","Research & Development","Research Scientist","1","2","3","Travel_Frequently","1","3","3","3","1","2","No"
"18","8","Research & Development","Laboratory Technician","1","3","3","Non-Travel","0","3","3","0","0","0","Yes"
"33","9","Sales","Sales Executive","2","3","1","Travel_Rarely","0","1","3","5","2","3","Yes"
"41","12","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","1","2","3","1","0","0","No"
"31","15","Research & Development","Laboratory Technician","1","3","3","Travel_Frequently","1","3","2","2","2","2","Yes"
"37","25","Research & Development","Healthcare Representative","2","2","4","Travel_Rarely","2","3","3","6","2","3","No"
"27","6","Research & Development","Research Scientist","1","2","3","Travel_Rarely","1","4","3","4","2","2","No"
"34","9","Sales","Sales Executive","2","3","3","Travel_Rarely","0","2","2","6","5","3","No"
"35","8","Human Resources","Human Resources","1","3","3","Travel_Rarely","0","3","1","5","4","4","No"
"29","23","Sales","Sales Executive","3","2","1","Travel_Rarely","1","4","1","11","8","10","Yes"
"40","9","Research & Development","Research Director","3","3","3","Travel_Frequently","0","2","2","18","7","13","No"
"42","12","Sales","Sales Executive","4","3","1","Travel_Frequently","0","3","2","21","9","14","Yes"
"42","4","Sales","Sales Executive","2","3","1","Travel_Rarely","0","2","4","6","4","5","No"
"35","1","Research & Development","Laboratory Technician","1","2","3","Travel_Rarely","1","4","3","8","0","7","No"
"24","24","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","0","4","3","4","3","2","No"
"28","12","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","0","3","2","1","1","0","Yes"
"26","3","Research & Development","Laboratory Technician","1","4","4","Travel_Rarely","1","1","3","8","7","7","No"
"30","10","Sales","Sales Executive","2","2","3","Travel_Rarely","1","3","3","10","3","4","No"
"40","26","Research & Development","Research Scientist","2","2","4","Travel_Frequently","1","3","1","1","1","0","No"
"35","2","Research & Development","Manufacturing Director","3","2","2","Travel_Rarely","1","3","4","7","7","4","No"
"34","1","Research & Development","Healthcare Representative","2","2","1","Travel_Frequently","0","4","3","13","9","9","No"
"35","4","Research & Development","Laboratory Technician","1","2","4","Travel_Frequently","1","4","4","2","2","2","No"
"43","9","Sales","Sales Executive","2","1","3","Travel_Rarely","0","1","3","4","3","3","Yes"
"32","2","Sales","Sales Representative","1","3","1","Non-Travel","3","3","3","1","0","0","No"
"56","4","Research & Development","Manager","5","3","1","Travel_Rarely","1","4","3","5","2","2","No"
"29","6","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","1","2","3","10","8","8","No"
"19","9","Research & Development","Research Scientist","1","3","1","Travel_Rarely","0","3","3","1","1","0","No"
"45","7","Research & Development","Research Scientist","1","3","3","Travel_Rarely","1","1","2","3","2","2","No"
"37","1","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","1","4","2","14","8","11","No"
"20","3","Research & Development","Laboratory Technician","1","2","3","Travel_Rarely","0","1","2","2","2","2","No"
"44","10","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","3","3","6","4","2","Yes"
"53","7","Research & Development","Manager","5","3","3","Travel_Rarely","1","4","3","7","7","7","No"
"29","15","Research & Development","Research Scientist","1","1","4","Travel_Rarely","1","2","2","5","4","3","No"
"22","3","Research & Development","Research Scientist","1","2","4","Travel_Frequently","1","3","3","0","0","0","Yes"
"46","2","Sales","Manager","4","3","1","Travel_Rarely","0","3","3","26","15","9","No"
"44","17","Research & Development","Research Scientist","1","1","3","Non-Travel","0","4","3","0","0","0","No"
"33","2","Human Resources","Human Resources","1","3","3","Travel_Rarely","1","2","3","5","4","4","No"
